AdultAge,Workclass,Education,Martial_Status,Relationship,Race,Sex,Continent,Target
>40 and <=50, State-gov, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, 10th, Divorced, Unmarried, White, Male,North America, >50K
>30 and <=40, Private, Prof-school, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Local-gov, Masters, Divorced, Not-in-family, White, Female,North America, >50K
>50 and <=60, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Federal-gov, Some-college, Divorced, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, Assoc-acdm, Divorced, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Unmarried, White, Male,North America, <=50K
>60 and <=70, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,Antarctica, <=50K
<=25, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Unmarried, Other, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Divorced, Unmarried, Black, Female,North America, <=50K
>40 and <=50, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, State-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, HS-grad, Never-married, Unmarried, Black, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>80,Never-worked, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
<=25, Private, Some-college, Married-civ-spouse, Wife, Other, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,Europe, >50K
<=25, Private, Bachelors, Never-married, Not-in-family, Black, Female,North America, <=50K
>30 and <=40, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70, Local-gov, HS-grad, Widowed, Unmarried, White, Female,North America, <=50K
>25 and <=30, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>70 and <=80, Private, 5th-6th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Assoc-voc, Divorced, Unmarried, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, 5th-6th, Never-married, Other-relative, White, Female,North America, <=50K
>50 and <=60, Private, Preschool, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, Bachelors, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, 1st-4th, Never-married, Not-in-family, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25,Never-worked, HS-grad, Never-married, Other-relative, White, Male,North America, <=50K
<=25, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, <=50K
>40 and <=50, Local-gov, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, 10th, Never-married, Not-in-family, White, Male,North America, <=50K
<=25, State-gov, 11th, Never-married, Own-child, White, Male,North America, <=50K
>25 and <=30, Private, 10th, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, 5th-6th, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Bachelors, Never-married, Unmarried, Asian-Pac-Islander, Female,Asia, <=50K
>30 and <=40, Private, Some-college, Never-married, Unmarried, Black, Female,North America, <=50K
>60 and <=70, Private, 9th, Widowed, Unmarried, Black, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Separated, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, 1st-4th, Never-married, Unmarried, White, Male,North America, <=50K
>30 and <=40, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Federal-gov, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Local-gov, Masters, Divorced, Unmarried, Black, Female,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Some-college, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30,Never-worked, 1st-4th, Never-married, Own-child, Asian-Pac-Islander, Male,Asia, <=50K
<=25, Private, 11th, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Local-gov, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, HS-grad, Divorced, Other-relative, Other, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70,Never-worked, HS-grad, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>40 and <=50, Self-emp-inc, Prof-school, Married-civ-spouse, Wife, White, Female,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
>60 and <=70, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,Europe, <=50K
>40 and <=50, Private, HS-grad, Never-married, Other-relative, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Divorced, Own-child, White, Male,North America, <=50K
>50 and <=60,Never-worked, HS-grad, Never-married, Not-in-family, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Unmarried, White, Female,North America, <=50K
>40 and <=50, Local-gov, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, 11th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>25 and <=30, State-gov, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25,Never-worked, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Separated, Not-in-family, White, Male,Antarctica, <=50K
>25 and <=30, Private, Bachelors, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70, State-gov, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, 10th, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>70 and <=80, Private, 5th-6th, Widowed, Not-in-family, Asian-Pac-Islander, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, Black, Male,Antarctica, <=50K
<=25, Self-emp-inc, HS-grad, Never-married, Not-in-family, Black, Male,North America, >50K
>40 and <=50, State-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, 5th-6th, Never-married, Unmarried, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Self-emp-inc, Some-college, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,Asia, >50K
>30 and <=40, Private, HS-grad, Divorced, Unmarried, Black, Female,North America, <=50K
<=25,Never-worked, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Local-gov, 10th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40,Never-worked, 7th-8th, Married-spouse-absent, Not-in-family, White, Male,Antarctica, <=50K
>25 and <=30, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70, Self-emp-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Federal-gov, Assoc-acdm, Never-married, Not-in-family, White, Male,North America, <=50K
<=25, Local-gov, 11th, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Male,Antarctica, >50K
>30 and <=40, Private, Prof-school, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Local-gov, Masters, Widowed, Unmarried, White, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Local-gov, HS-grad, Divorced, Own-child, White, Female,North America, <=50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, Some-college, Widowed, Not-in-family, White, Male,North America, <=50K
>70 and <=80, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Some-college, Never-married, Not-in-family, Black, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Divorced, Not-in-family, White, Male,North America, <=50K
<=25,Never-worked, 10th, Never-married, Own-child, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Unmarried, Black, Female,North America, <=50K
>60 and <=70, Private, HS-grad, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, Other, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,Antarctica, >50K
<=25, Self-emp-not-inc, Bachelors, Never-married, Own-child, White, Male,North America, >50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Self-emp-not-inc, Some-college, Married-civ-spouse, Wife, White, Female,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Wife, White, Female,North America, >50K
<=25, Private, HS-grad, Married-spouse-absent, Own-child, Black, Male,North America, <=50K
>25 and <=30,Never-worked, 10th, Separated, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>25 and <=30, Private, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, 11th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Local-gov, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
