Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-12,c-12,c-2,WN,MAF,AUS,>200 and <=300,N
c-3,c-1,c-3,EV,AZO,ATL,>500 and <=600,N
c-10,c-11,c-2,WN,LAS,BUR,>200 and <=300,N
c-9,c-7,c-4,AA,RDU,DFW,>1000 and <=1500,Y
c-10,c-12,c-4,OH,ATL,GRB,>700 and <=1000,N
c-8,c-19,c-5,XE,BDL,CLE,>400 and <=500,N
c-4,c-18,c-2,MQ,BWI,BOS,>300 and <=400,N
c-9,c-24,c-7,NW,MSP,SJC,>1500,N
c-4,c-14,c-5,US,CLT,FLL,>600 and <=700,N
c-9,c-1,c-4,HP,PHX,LAS,>200 and <=300,N
c-12,c-3,c-7,AS,PSP,SEA,>700 and <=1000,N
c-4,c-25,c-2,AA,DFW,DTW,>700 and <=1000,N
c-5,c-25,c-4,XE,EWR,GSP,>500 and <=600,N
c-4,c-7,c-4,WN,BWI,PVD,>300 and <=400,N
c-1,c-4,c-2,US,JAX,PHL,>700 and <=1000,Y
c-12,c-7,c-4,EV,ATL,SGF,>500 and <=600,N
c-1,c-6,c-4,MQ,LAX,SBA,<=200,N
c-2,c-27,c-7,UA,ORD,PDX,>1500,N
c-12,c-25,c-7,WN,BWI,RDU,>200 and <=300,N
c-4,c-27,c-3,XE,EWR,PHL,<=200,N
c-4,c-25,c-1,DL,LGA,DCA,>200 and <=300,N
c-9,c-22,c-4,NW,MSP,ANC,>1500,N
c-1,c-10,c-1,EV,ATL,BTR,>400 and <=500,N
c-2,c-9,c-4,XE,IAH,OMA,>700 and <=1000,N
c-10,c-2,c-1,HA,HNL,LIH,<=200,N
c-10,c-20,c-4,DH,IAD,GSP,>300 and <=400,N
c-9,c-23,c-5,FL,MCO,MSP,>1000 and <=1500,N
c-9,c-19,c-2,NW,IND,DTW,>200 and <=300,N
c-11,c-18,c-5,EV,ILM,ATL,>300 and <=400,N
c-1,c-20,c-5,OH,GSO,CVG,>300 and <=400,N
c-5,c-11,c-3,FL,ATL,ROC,>700 and <=1000,N
c-1,c-30,c-7,UA,OMA,ORD,>400 and <=500,N
c-5,c-18,c-4,YV,PHX,SBA,>400 and <=500,N
c-5,c-12,c-4,UA,DCA,ORD,>600 and <=700,N
c-7,c-8,c-5,XE,IAH,PSP,>1000 and <=1500,N
c-1,c-4,c-2,AA,BOS,MIA,>1000 and <=1500,Y
c-10,c-2,c-1,UA,IAD,LAX,>1500,Y
c-8,c-30,c-3,AS,SEA,LAS,>700 and <=1000,N
c-5,c-14,c-7,UA,LAS,LAX,>200 and <=300,N
c-3,c-14,c-2,FL,IAD,ATL,>500 and <=600,Y
c-6,c-6,c-1,UA,LAS,LAX,>200 and <=300,Y
c-4,c-6,c-3,OH,CVG,TOL,<=200,N
c-9,c-4,c-1,NW,BNA,DTW,>400 and <=500,N
c-4,c-12,c-3,WN,LAX,MCI,>1000 and <=1500,N
c-1,c-30,c-1,MQ,TVC,ORD,>200 and <=300,N
c-8,c-27,c-7,WN,DAL,TUL,>200 and <=300,Y
c-5,c-20,c-5,OO,LAX,SBP,<=200,N
c-5,c-25,c-4,US,DCA,PHX,>1500,Y
c-3,c-15,c-2,US,PHL,DTW,>400 and <=500,N
c-4,c-2,c-7,AA,SJU,IAD,>1500,N
c-10,c-14,c-6,WN,MCI,OKC,>300 and <=400,N
c-6,c-1,c-4,UA,DEN,LAX,>700 and <=1000,N
c-11,c-7,c-2,US,CLT,MSY,>600 and <=700,N
c-3,c-11,c-6,WN,PHL,RSW,>700 and <=1000,N
c-9,c-11,c-1,WN,MCO,PVD,>1000 and <=1500,N
c-9,c-25,c-1,CO,SFO,EWR,>1500,N
c-2,c-16,c-4,XE,EWR,MKE,>700 and <=1000,Y
c-5,c-16,c-1,AA,MIA,LGA,>1000 and <=1500,N
c-10,c-14,c-5,EV,XNA,CVG,>500 and <=600,N
c-1,c-3,c-1,HP,PHX,ELP,>300 and <=400,Y
c-8,c-27,c-6,DH,IAD,BOS,>400 and <=500,Y
c-3,c-14,c-2,OO,DEN,ELP,>500 and <=600,Y
c-4,c-16,c-7,OO,SJC,SBA,>200 and <=300,N
c-2,c-19,c-7,UA,TPA,DEN,>1500,N
c-3,c-20,c-7,DL,SLC,BOS,>1500,N
c-7,c-14,c-4,TZ,MDW,DFW,>700 and <=1000,Y
c-2,c-9,c-4,AA,SJU,FLL,>1000 and <=1500,N
c-12,c-14,c-4,B6,JFK,RIC,>200 and <=300,N
c-11,c-24,c-5,OH,HPN,CVG,>500 and <=600,N
c-10,c-20,c-4,OO,MRY,SFO,<=200,N
c-10,c-14,c-6,WN,RSW,BWI,>700 and <=1000,Y
c-1,c-29,c-7,XE,IAH,HRL,>200 and <=300,Y
c-1,c-5,c-3,US,CLT,ALB,>600 and <=700,N
c-4,c-13,c-4,NW,MKE,MCO,>1000 and <=1500,N
c-12,c-18,c-7,XE,DAL,IAH,>200 and <=300,N
c-3,c-11,c-5,CO,BWI,IAH,>1000 and <=1500,N
c-7,c-7,c-4,AA,ORD,STL,>200 and <=300,Y
c-12,c-1,c-4,AA,LAX,DFW,>1000 and <=1500,N
c-5,c-8,c-7,WN,SAN,PHX,>300 and <=400,N
c-2,c-24,c-5,WN,RDU,BNA,>400 and <=500,N
c-3,c-10,c-4,DL,CVG,SAT,>1000 and <=1500,N
c-7,c-9,c-6,OH,GRB,CVG,>400 and <=500,N
c-7,c-2,c-6,OO,OAK,SLC,>500 and <=600,N
c-6,c-6,c-1,MQ,DFW,TYR,<=200,N
c-12,c-29,c-5,CO,DTW,IAH,>1000 and <=1500,N
c-3,c-19,c-7,MQ,ORD,COS,>700 and <=1000,N
c-10,c-13,c-5,FL,BWI,BOS,>300 and <=400,N
c-4,c-6,c-4,XE,RDU,CLE,>400 and <=500,N
c-5,c-30,c-1,US,PIT,PHL,>200 and <=300,N
c-9,c-7,c-4,YV,TUS,PHX,<=200,N
c-5,c-18,c-4,NW,DEN,MSP,>600 and <=700,N
c-1,c-24,c-2,OO,ORD,PIT,>400 and <=500,N
c-1,c-9,c-7,OO,OAK,LAX,>300 and <=400,N
c-11,c-4,c-6,AA,PHL,DFW,>1000 and <=1500,N
c-2,c-20,c-1,WN,OAK,PHX,>600 and <=700,Y
c-7,c-29,c-6,MQ,DFW,SHV,<=200,N
c-4,c-9,c-6,AA,DFW,SNA,>1000 and <=1500,N
c-8,c-7,c-1,OH,LGA,RIC,>200 and <=300,N
c-6,c-1,c-3,UA,MCO,IAD,>700 and <=1000,N
c-6,c-20,c-2,WN,RDU,TPA,>500 and <=600,Y
c-10,c-25,c-3,WN,PHL,PHX,>1500,N
c-6,c-14,c-2,DL,ATL,STL,>400 and <=500,N
c-5,c-20,c-6,WN,LAS,RNO,>300 and <=400,N
c-11,c-8,c-3,XE,IAH,SAV,>700 and <=1000,N
c-7,c-31,c-1,OO,SFO,RDD,<=200,Y
c-7,c-5,c-2,XE,CLE,PBI,>1000 and <=1500,N
c-9,c-5,c-1,DL,LAX,OGG,>1500,N
c-10,c-27,c-5,MQ,BOS,JFK,<=200,Y
c-2,c-9,c-4,DL,ATL,SMF,>1500,N
c-9,c-15,c-5,OH,PNS,JAX,>300 and <=400,N
c-7,c-19,c-2,OO,SGU,SLC,>200 and <=300,N
c-4,c-14,c-4,UA,MCI,ORD,>400 and <=500,N
c-11,c-7,c-1,OO,RAP,DEN,>300 and <=400,N
c-11,c-13,c-7,OO,SLC,GTF,>400 and <=500,N
c-4,c-6,c-4,MQ,ORD,LSE,>200 and <=300,Y
c-5,c-15,c-1,UA,ABQ,DEN,>300 and <=400,N
c-12,c-11,c-7,MQ,GSO,MIA,>700 and <=1000,N
c-8,c-23,c-3,OH,MSN,CVG,>300 and <=400,N
c-8,c-17,c-3,AA,DFW,DTW,>700 and <=1000,N
c-9,c-26,c-2,US,MCO,CLT,>400 and <=500,Y
c-4,c-1,c-6,MQ,ORD,SDF,>200 and <=300,N
c-5,c-10,c-2,OH,CVG,MYR,>400 and <=500,N
c-11,c-5,c-7,FL,DFW,ATL,>700 and <=1000,N
c-7,c-31,c-1,CO,IAH,RNO,>1500,N
c-4,c-17,c-7,AA,RSW,ORD,>1000 and <=1500,N
c-2,c-25,c-6,AA,CMH,DFW,>700 and <=1000,N
c-8,c-27,c-6,DL,ATL,GSP,<=200,N
c-5,c-26,c-5,HA,HNL,KOA,<=200,Y
c-4,c-12,c-3,WN,BNA,SAT,>700 and <=1000,N
c-10,c-30,c-7,AA,SFO,DFW,>1000 and <=1500,N
c-6,c-16,c-5,OO,MKE,ORD,<=200,N
c-5,c-8,c-1,XE,IAH,AMA,>500 and <=600,N
c-8,c-16,c-3,OO,SFO,RNO,<=200,N
c-7,c-28,c-4,DL,ATL,LAX,>1500,Y
c-2,c-27,c-1,EV,HSV,ATL,<=200,Y
c-6,c-11,c-7,YV,MSP,CLT,>700 and <=1000,N
c-2,c-28,c-2,OO,FSD,ORD,>400 and <=500,Y
c-6,c-29,c-4,UA,MDW,DEN,>700 and <=1000,N
c-7,c-14,c-4,MQ,DFW,SJT,>200 and <=300,N
c-11,c-29,c-3,UA,BWI,DEN,>1000 and <=1500,N
c-12,c-27,c-2,AS,LAS,SEA,>700 and <=1000,N
c-1,c-7,c-5,OH,GRB,CVG,>400 and <=500,Y
c-10,c-13,c-5,WN,DAL,ELP,>500 and <=600,Y
c-4,c-12,c-3,MQ,ORD,PHL,>600 and <=700,N
c-2,c-5,c-7,EV,CVG,SAT,>1000 and <=1500,N
c-1,c-5,c-4,WN,PVD,BWI,>300 and <=400,N
c-4,c-9,c-6,DL,ATL,DFW,>700 and <=1000,N
c-10,c-20,c-5,AS,SEA,MCO,>1500,N
c-5,c-17,c-2,MQ,DFW,TYS,>700 and <=1000,N
c-6,c-12,c-1,MQ,PIT,LGA,>300 and <=400,N
c-3,c-23,c-4,WN,FLL,PHL,>700 and <=1000,N
c-8,c-10,c-4,OH,SAV,CVG,>500 and <=600,N
c-1,c-26,c-4,YV,IAD,MHT,>400 and <=500,N
c-2,c-15,c-2,WN,ONT,PHX,>300 and <=400,N
c-5,c-5,c-5,YV,LAS,SBA,>200 and <=300,N
c-8,c-8,c-1,OO,IPL,SAN,<=200,N
c-12,c-22,c-4,DL,ATL,BUR,>1500,N
c-9,c-26,c-2,MQ,BNA,DCA,>500 and <=600,N
c-3,c-16,c-4,WN,SAN,OAK,>400 and <=500,Y
c-6,c-26,c-7,MQ,BGR,BOS,>200 and <=300,N
c-8,c-14,c-7,US,DEN,CLT,>1000 and <=1500,N
c-10,c-2,c-1,UA,SMF,DEN,>700 and <=1000,N
c-3,c-13,c-7,OH,MLI,CVG,>300 and <=400,N
c-1,c-6,c-4,EV,ATL,OMA,>700 and <=1000,Y
c-1,c-28,c-5,AA,SFO,DFW,>1000 and <=1500,N
c-8,c-13,c-6,CO,IAH,AUS,<=200,N
c-2,c-3,c-4,TZ,MDW,SFO,>1500,N
c-5,c-1,c-7,FL,MCO,PHL,>700 and <=1000,N
c-4,c-10,c-1,OO,SFO,SMF,<=200,N
c-12,c-14,c-3,MQ,ORD,CLT,>500 and <=600,N
c-8,c-21,c-1,MQ,BOS,CMH,>600 and <=700,Y
c-6,c-2,c-4,EV,CVG,MDT,>400 and <=500,N
c-8,c-15,c-2,US,BOS,DCA,>300 and <=400,N
c-3,c-3,c-4,XE,OMA,IAH,>700 and <=1000,N
c-4,c-27,c-3,OH,CVG,HSV,>300 and <=400,N
c-5,c-13,c-5,WN,OAK,SEA,>600 and <=700,N
c-6,c-8,c-3,NW,MCI,MSP,>300 and <=400,N
c-4,c-28,c-5,UA,SFO,LAX,>300 and <=400,N
c-4,c-13,c-3,US,PHL,IAH,>1000 and <=1500,N
c-12,c-31,c-6,WN,SJC,SEA,>600 and <=700,Y
c-1,c-29,c-6,XE,EWR,DAB,>700 and <=1000,N
c-3,c-4,c-5,CO,CLE,BOS,>500 and <=600,N
c-4,c-5,c-2,AA,DFW,PHX,>700 and <=1000,N
c-4,c-1,c-5,OO,LAX,MRY,>200 and <=300,N
c-9,c-2,c-5,AA,PHX,DFW,>700 and <=1000,N
c-1,c-29,c-7,US,ORF,PHL,>200 and <=300,Y
c-10,c-27,c-4,WN,BWI,RSW,>700 and <=1000,N
c-3,c-15,c-2,OH,MDT,CVG,>400 and <=500,N
c-12,c-11,c-1,EV,ATL,MLU,>400 and <=500,N
c-6,c-17,c-5,MQ,ORD,ATL,>600 and <=700,N
c-6,c-8,c-3,US,SEA,CLT,>1500,N
c-1,c-7,c-6,AA,MIA,PHL,>1000 and <=1500,Y
c-9,c-24,c-7,EV,HPN,ATL,>700 and <=1000,Y
c-2,c-19,c-7,XE,CVG,EWR,>500 and <=600,N
c-5,c-7,c-6,AA,DFW,LAX,>1000 and <=1500,N
c-4,c-25,c-2,OO,BTV,ORD,>700 and <=1000,N
c-2,c-7,c-1,DL,CMH,ATL,>400 and <=500,N
c-12,c-5,c-1,AS,SEA,ANC,>1000 and <=1500,N
c-8,c-19,c-5,HP,SAN,LAS,>200 and <=300,N
c-9,c-25,c-1,XE,CLE,IND,>200 and <=300,N
c-3,c-24,c-5,CO,BOS,EWR,<=200,N
c-3,c-11,c-5,WN,MCI,ABQ,>700 and <=1000,N
c-12,c-13,c-3,FL,ATL,MCI,>600 and <=700,N
c-11,c-7,c-1,MQ,DFW,TYS,>700 and <=1000,N
c-8,c-30,c-2,XE,IAH,SLC,>1000 and <=1500,N
c-2,c-16,c-4,CO,SFO,IAH,>1500,N
c-11,c-14,c-1,UA,TUS,DEN,>600 and <=700,N
c-12,c-1,c-5,WN,SAN,SJC,>400 and <=500,Y
c-8,c-2,c-3,MQ,BNA,DCA,>500 and <=600,N
c-7,c-6,c-4,WN,MCI,TUL,>200 and <=300,N
c-2,c-6,c-1,MQ,OMA,ORD,>400 and <=500,N
c-5,c-6,c-6,WN,HOU,BHM,>500 and <=600,N
c-4,c-2,c-7,YV,ATL,IAD,>500 and <=600,N
c-11,c-2,c-4,AA,ORD,MCO,>1000 and <=1500,Y
c-10,c-12,c-3,CO,EWR,MCO,>700 and <=1000,N
c-5,c-9,c-1,UA,DEN,SEA,>1000 and <=1500,N
c-10,c-29,c-7,AQ,LIH,HNL,<=200,N
c-5,c-31,c-3,OH,CVG,MSP,>500 and <=600,N
c-1,c-13,c-4,MQ,LAW,DFW,<=200,N
c-1,c-26,c-4,US,PHX,LAX,>300 and <=400,N
c-4,c-13,c-4,US,PHL,JAX,>700 and <=1000,N
c-6,c-30,c-5,US,PHL,SFO,>1500,N
c-6,c-20,c-1,EV,GSO,ATL,>300 and <=400,N
c-2,c-25,c-6,WN,BWI,SDF,>400 and <=500,N
c-10,c-29,c-6,US,EWR,CLT,>500 and <=600,N
c-9,c-24,c-6,MQ,DCA,BNA,>500 and <=600,N
c-12,c-21,c-3,UA,DEN,IAD,>1000 and <=1500,Y
c-8,c-5,c-5,WN,SMF,MCI,>1000 and <=1500,N
c-1,c-18,c-3,FL,MEM,ATL,>300 and <=400,N
c-3,c-2,c-3,XE,OMA,IAH,>700 and <=1000,N
c-5,c-28,c-6,MQ,LAX,SBA,<=200,N
c-7,c-10,c-1,OO,LAX,BFL,<=200,N
c-9,c-27,c-3,WN,LAS,SAN,>200 and <=300,N
c-8,c-25,c-5,US,CLT,RIC,>200 and <=300,N
c-11,c-26,c-6,HP,DTW,PHX,>1500,Y
c-8,c-3,c-3,MQ,LGA,BOS,<=200,N
c-6,c-21,c-3,UA,DEN,MSP,>600 and <=700,N
c-2,c-5,c-7,AA,ONT,DFW,>1000 and <=1500,N
c-8,c-11,c-5,AS,SEA,ANC,>1000 and <=1500,Y
c-10,c-12,c-3,WN,ELP,LAS,>500 and <=600,N
c-12,c-18,c-7,B6,JFK,FLL,>1000 and <=1500,Y
c-8,c-16,c-2,NW,MKE,DTW,>200 and <=300,N
c-2,c-25,c-6,EV,ATL,CLE,>500 and <=600,N
c-10,c-11,c-2,DL,ATL,MSP,>700 and <=1000,N
c-10,c-31,c-1,NW,MSP,ONT,>1000 and <=1500,N
c-5,c-26,c-4,NW,MSP,DFW,>700 and <=1000,N
c-12,c-19,c-2,DL,ATL,ORD,>600 and <=700,N
c-5,c-9,c-1,AS,WRG,KTN,<=200,N
c-7,c-27,c-4,OO,SFO,SBP,<=200,Y
c-12,c-18,c-7,UA,ORD,MSP,>300 and <=400,Y
c-8,c-2,c-2,WN,TPA,MSY,>400 and <=500,N
c-11,c-18,c-5,AS,LAS,SEA,>700 and <=1000,N
c-1,c-16,c-1,NW,MSP,SLC,>700 and <=1000,N
c-11,c-6,c-7,CO,IAH,SAN,>1000 and <=1500,N
c-1,c-7,c-5,AA,SJU,MIA,>1000 and <=1500,Y
c-3,c-1,c-2,WN,MAF,HOU,>400 and <=500,N
c-11,c-6,c-7,WN,ABQ,LBB,>200 and <=300,N
c-1,c-31,c-1,WN,PBI,BWI,>700 and <=1000,N
c-1,c-28,c-6,AA,DFW,LGA,>1000 and <=1500,N
c-2,c-10,c-4,AA,ATL,DFW,>700 and <=1000,N
c-8,c-10,c-3,EV,ATL,LEX,>300 and <=400,N
c-1,c-25,c-2,DL,ATL,CVG,>300 and <=400,N
c-5,c-9,c-2,EV,CRW,ATL,>300 and <=400,N
c-4,c-21,c-4,WN,SAT,HRL,>200 and <=300,N
c-8,c-21,c-1,US,FLL,PIT,>700 and <=1000,N
c-1,c-4,c-2,WN,MHT,PHL,>200 and <=300,N
c-8,c-8,c-1,MQ,CMH,BOS,>600 and <=700,N
c-1,c-22,c-7,AA,MIA,MSY,>600 and <=700,N
c-1,c-25,c-2,FL,RDU,ATL,>300 and <=400,N
c-12,c-15,c-5,WN,RDU,MDW,>600 and <=700,N
c-9,c-17,c-6,AA,BTR,DFW,>300 and <=400,N
c-12,c-10,c-6,MQ,ORD,LSE,>200 and <=300,N
c-7,c-19,c-3,DL,SNA,ATL,>1500,N
c-7,c-3,c-7,UA,LAX,EWR,>1500,N
c-5,c-24,c-3,WN,DAL,HOU,>200 and <=300,Y
c-5,c-31,c-2,MQ,DCA,RDU,>200 and <=300,N
c-10,c-1,c-6,WN,DAL,LIT,>200 and <=300,N
c-1,c-14,c-5,UA,MCI,DEN,>500 and <=600,N
c-2,c-14,c-1,WN,PHL,RDU,>300 and <=400,N
c-7,c-2,c-7,MQ,SAN,LAX,<=200,N
c-11,c-29,c-3,XE,MOB,IAH,>400 and <=500,N
c-6,c-9,c-4,MQ,CVG,ORD,>200 and <=300,N
c-12,c-16,c-5,XE,AVL,IAH,>700 and <=1000,Y
c-5,c-29,c-1,AA,EWR,ORD,>700 and <=1000,N
c-9,c-18,c-7,AA,BOS,LAX,>1500,N
c-7,c-27,c-3,MQ,SJT,DFW,>200 and <=300,N
c-4,c-3,c-7,WN,LAX,LAS,>200 and <=300,N
c-3,c-20,c-1,OH,CVG,EVV,<=200,N
c-9,c-16,c-5,AA,DFW,SLC,>700 and <=1000,N
c-8,c-7,c-1,OH,CVG,HTS,<=200,Y
c-12,c-5,c-2,OO,SLC,BLI,>700 and <=1000,N
c-4,c-27,c-4,WN,PHL,PHX,>1500,N
c-7,c-6,c-3,OH,CVG,IAH,>700 and <=1000,N
c-2,c-3,c-5,WN,OAK,ONT,>300 and <=400,N
c-4,c-11,c-2,AA,DAL,MCI,>400 and <=500,N
c-2,c-3,c-4,OO,DEN,STL,>700 and <=1000,N
c-8,c-18,c-4,DL,CVG,MCO,>700 and <=1000,N
c-6,c-29,c-4,WN,SDF,STL,>200 and <=300,Y
c-8,c-8,c-2,CO,EWR,RDU,>400 and <=500,N
c-6,c-5,c-7,NW,MEM,IAH,>400 and <=500,N
c-4,c-20,c-3,DL,ORD,ATL,>600 and <=700,N
c-3,c-22,c-2,DH,IAD,JFK,>200 and <=300,N
c-8,c-26,c-5,WN,PIT,MDW,>400 and <=500,N
c-10,c-25,c-3,DL,FLL,BOS,>1000 and <=1500,N
c-7,c-12,c-3,EV,MOB,ATL,>300 and <=400,Y
c-8,c-23,c-3,F9,DEN,LAX,>700 and <=1000,N
c-2,c-24,c-5,XE,EWR,IND,>600 and <=700,N
c-6,c-11,c-7,MQ,LAX,SJC,>300 and <=400,N
c-8,c-19,c-5,DL,BOI,SLC,>200 and <=300,N
c-6,c-8,c-3,EV,STL,SLC,>1000 and <=1500,N
c-7,c-4,c-1,OH,CVG,MKE,>300 and <=400,N
c-3,c-23,c-3,FL,ATL,TPA,>400 and <=500,N
c-5,c-6,c-5,AA,PHL,ORD,>600 and <=700,Y
c-4,c-13,c-4,CO,MCO,EWR,>700 and <=1000,Y
c-9,c-25,c-1,NW,ATL,DTW,>500 and <=600,N
c-1,c-25,c-3,OO,ORD,MSN,<=200,N
c-6,c-7,c-2,OO,MEM,DEN,>700 and <=1000,Y
c-6,c-12,c-7,MQ,AMA,DFW,>300 and <=400,Y
c-9,c-26,c-2,OO,ORD,FAR,>500 and <=600,N
c-4,c-5,c-2,OH,LGA,BHM,>700 and <=1000,N
c-9,c-7,c-3,XE,BHM,EWR,>700 and <=1000,N
c-1,c-12,c-4,DL,PHL,SLC,>1500,N
c-12,c-21,c-3,HP,PHX,BOI,>700 and <=1000,N
c-8,c-20,c-7,MQ,LBB,DFW,>200 and <=300,N
c-10,c-2,c-7,US,LAX,PHL,>1500,N
c-4,c-20,c-3,US,DCA,BDL,>300 and <=400,N
c-6,c-11,c-7,MQ,MIA,IND,>1000 and <=1500,N
c-1,c-25,c-2,UA,CMH,DEN,>1000 and <=1500,N
c-5,c-24,c-3,OH,CVG,GRR,>200 and <=300,N
c-9,c-18,c-1,NW,DTW,MCI,>600 and <=700,N
c-8,c-26,c-6,WN,LAS,ISP,>1500,N
c-8,c-29,c-1,B6,RSW,JFK,>1000 and <=1500,N
c-5,c-23,c-2,DL,ATL,DCA,>500 and <=600,N
c-2,c-5,c-7,YV,CMH,CLT,>300 and <=400,N
c-4,c-8,c-5,DL,ORD,ATL,>600 and <=700,N
c-5,c-15,c-1,AA,LAX,HNL,>1500,N
c-8,c-9,c-2,AA,ORD,MIA,>1000 and <=1500,N
c-9,c-3,c-6,AS,OAK,SNA,>300 and <=400,N
c-1,c-12,c-4,XE,LEX,EWR,>500 and <=600,N
c-2,c-25,c-5,XE,CLE,GRR,>200 and <=300,Y
c-7,c-14,c-5,WN,SJC,SAN,>400 and <=500,N
c-3,c-26,c-7,US,PHX,ANC,>1500,N
c-8,c-2,c-3,MQ,DFW,PIA,>600 and <=700,N
c-1,c-16,c-1,DL,BOS,ATL,>700 and <=1000,N
c-7,c-9,c-6,MQ,ORD,MEM,>400 and <=500,N
c-10,c-16,c-1,AA,MIA,EWR,>1000 and <=1500,N
c-5,c-8,c-1,FL,ATL,PHL,>600 and <=700,N
c-1,c-20,c-5,F9,MDW,DEN,>700 and <=1000,Y
c-8,c-9,c-3,CO,EWR,ATL,>700 and <=1000,N
c-3,c-16,c-3,XE,MKE,EWR,>700 and <=1000,N
c-5,c-16,c-1,AA,MSP,DFW,>700 and <=1000,N
c-10,c-17,c-2,MQ,SJT,DFW,>200 and <=300,N
c-8,c-31,c-4,YV,DRO,DEN,>200 and <=300,Y
c-8,c-3,c-3,EV,ATL,TRI,>200 and <=300,N
c-10,c-16,c-1,US,BOS,PHX,>1500,N
c-10,c-28,c-5,WN,TPA,BWI,>700 and <=1000,N
c-12,c-5,c-2,AS,SFO,SEA,>600 and <=700,N
c-6,c-11,c-6,NW,DTW,MSP,>500 and <=600,N
c-2,c-1,c-3,MQ,DFW,TYS,>700 and <=1000,Y
c-9,c-5,c-1,AA,PHL,ORD,>600 and <=700,N
c-8,c-23,c-2,CO,ORD,EWR,>700 and <=1000,N
c-7,c-29,c-5,UA,MSP,ORD,>300 and <=400,N
c-5,c-1,c-1,XE,DCA,CLE,>300 and <=400,N
c-4,c-22,c-5,NW,MSP,LGA,>1000 and <=1500,Y
c-5,c-29,c-1,CO,BOS,CLE,>500 and <=600,N
c-2,c-27,c-7,XE,DFW,CLE,>1000 and <=1500,N
c-2,c-16,c-3,WN,OAK,SAN,>400 and <=500,N
c-2,c-24,c-5,XE,CVG,IAH,>700 and <=1000,Y
c-9,c-22,c-4,WN,BUR,LAS,>200 and <=300,N
c-8,c-14,c-1,YV,RNO,PHX,>600 and <=700,N
c-5,c-16,c-1,WN,STL,DTW,>400 and <=500,N
c-8,c-24,c-4,WN,MDW,DTW,>200 and <=300,Y
c-3,c-22,c-3,NW,BDL,DTW,>500 and <=600,N
c-12,c-19,c-2,AA,STL,DAL,>500 and <=600,N
c-11,c-28,c-1,DL,DFW,ATL,>700 and <=1000,Y
c-9,c-21,c-3,UA,ORD,LAX,>1500,N
c-2,c-1,c-3,OO,SFO,RNO,<=200,Y
c-9,c-2,c-6,XE,IAH,ELP,>600 and <=700,N
c-2,c-18,c-6,AS,FAI,ANC,>200 and <=300,N
c-2,c-28,c-2,MQ,ORD,CID,<=200,N
c-8,c-9,c-2,DL,BDL,CVG,>600 and <=700,N
c-5,c-4,c-3,MQ,SJC,SNA,>300 and <=400,N
c-8,c-30,c-2,DL,LGA,BOS,<=200,N
c-3,c-30,c-3,DH,IAD,ATL,>500 and <=600,N
c-4,c-15,c-6,US,SEA,LAS,>700 and <=1000,Y
c-6,c-14,c-3,NW,BNA,DTW,>400 and <=500,N
c-1,c-9,c-7,WN,SAN,SJC,>400 and <=500,Y
c-10,c-25,c-3,XE,ALB,EWR,<=200,Y
c-5,c-27,c-6,CO,TPA,IAH,>700 and <=1000,N
c-8,c-20,c-6,US,CLT,STT,>1500,N
c-10,c-30,c-1,YV,LAS,FAT,>200 and <=300,N
c-9,c-8,c-5,AA,DFW,OGG,>1500,N
c-12,c-20,c-2,AA,DFW,SAT,>200 and <=300,Y
c-8,c-3,c-4,YV,DRO,PHX,>300 and <=400,N
c-2,c-17,c-4,XE,IAH,COS,>700 and <=1000,Y
c-11,c-30,c-3,OH,CVG,DAY,<=200,N
c-1,c-13,c-5,CO,SAT,IAH,<=200,N
c-9,c-6,c-2,NW,LAS,MSP,>1000 and <=1500,N
c-7,c-19,c-2,UA,IAD,SEA,>1500,N
c-6,c-14,c-3,DL,ATL,BUF,>700 and <=1000,N
c-10,c-14,c-5,US,CLT,BOS,>700 and <=1000,Y
c-3,c-18,c-5,CO,IAH,LAS,>1000 and <=1500,N
c-6,c-2,c-4,FL,CAK,TPA,>700 and <=1000,N
c-6,c-15,c-3,AA,PHL,DFW,>1000 and <=1500,N
c-3,c-15,c-3,UA,ORD,FLL,>1000 and <=1500,N
c-9,c-2,c-5,UA,DEN,TPA,>1500,N
c-9,c-11,c-7,EV,CVG,HSV,>300 and <=400,N
c-10,c-19,c-3,US,PWM,PHL,>300 and <=400,N
c-6,c-20,c-2,OO,ORD,ATW,<=200,N
c-9,c-29,c-5,WN,SEA,OAK,>600 and <=700,N
c-5,c-1,c-7,NW,SEA,DTW,>1500,N
c-3,c-10,c-4,AA,EGE,DFW,>700 and <=1000,N
c-5,c-1,c-1,NW,MSP,BOI,>1000 and <=1500,N
c-11,c-21,c-2,OO,DEN,ABQ,>300 and <=400,N
c-5,c-26,c-5,OH,LIT,CVG,>500 and <=600,N
c-4,c-11,c-1,FL,BOS,BWI,>300 and <=400,N
c-7,c-19,c-2,EV,ATL,GPT,>300 and <=400,Y
c-9,c-24,c-6,US,MIA,PHL,>1000 and <=1500,N
c-3,c-27,c-7,WN,PHX,BNA,>1000 and <=1500,N
c-5,c-2,c-2,WN,AUS,HRL,>200 and <=300,N
c-5,c-9,c-1,OH,IAH,CVG,>700 and <=1000,Y
c-5,c-4,c-3,WN,STL,CLE,>400 and <=500,N
c-2,c-16,c-3,MQ,BOS,DCA,>300 and <=400,N
c-4,c-14,c-4,AA,SFO,JFK,>1500,N
